title,price,furnishing,bathrooms,tenant preferred,floor,status,carpet area
"4 BHK House for Rent in Skyline Ranch, Kannankulangara Kochi","22,000",Semi-Furnished,4,Bachelors/Family,Ground out of 1,Immediately,
2 BHK Builder Floor for Rent in Kakkanad Kochi,"14,000",Semi-Furnished,2,Family,1 out of 3,Immediately,
"4 BHK Apartment for Rent in Prestige Neptunes Courtyard, Marine Drive Kochi","70,000",Unfurnished,6,Bachelors/Family,15 out of 16,Immediately,
2 BHK Builder Floor for Rent in Kakkanad Kochi,"13,000",Unfurnished,2,Bachelors/Family,1 out of 3,Immediately,
"3 BHK Apartment for Rent in Regal Valencia, Kakkanad Kochi","25,000",Semi-Furnished,3,Bachelors/Family,12 out of 12,Immediately,
3 BHK Villa for Rent in Kakkanad Kochi,"25,000",Furnished,4,Bachelors/Family,,Immediately,
3 BHK Builder Floor for Rent in Elamakkara Kochi,"15,000",Semi-Furnished,2,Bachelors/Family,2 out of 3,Immediately,
1 BHK Apartment for Rent in Vyttila Kochi,"17,500",Furnished,1,Bachelors/Family,2 out of 2,Immediately,600 sqft
2 BHK Apartment for Rent in Edappally Kochi,"18,000",Furnished,2,Bachelors/Family,1 out of 3,Immediately,
3 BHK House for Rent in Edappally Kochi,"22,000",Semi-Furnished,3,Bachelors/Family,1 out of 2,Immediately,
2 BHK Apartment for Rent in Thrippunithura Kochi,"16,000",Furnished,2,Bachelors/Family,4 out of 8,Immediately,
4 BHK Villa for Rent in Thrikkakara Kochi,"25,000",Semi-Furnished,4,Bachelors/Family,,Immediately,
"3 BHK House for Rent in Vinayaka Homes, Thrippunithura Kochi","15,000",Semi-Furnished,2,Bachelors/Family,,Immediately,1450 sqft
1 BHK Apartment for Rent in Nedumbassery Kochi,"9,000",Furnished,1,Bachelors/Family,3 out of 4,Immediately,
3 BHK Builder Floor for Rent in Vyttila Kochi,"20,000",Unfurnished,2,Bachelors/Family,2 out of 4,Immediately,
1 BHK Apartment for Rent in Kakkanad Kochi,"15,000",Unfurnished,1,Bachelors/Family,10 out of 15,Immediately,
2 BHK Apartment for Rent in Edappally Kochi,"16,000",Furnished,2,Bachelors/Family,2 out of 3,Immediately,
3 BHK Apartment for Rent in Kakkanad Kochi,"25,000",Furnished,3,Bachelors/Family,18 out of 19,Immediately,
2 BHK Apartment for Rent in Pukattupady Kochi,"8,500",Semi-Furnished,2,Family,14 out of 16,Immediately,
3 BHK Villa for Rent in Aluva Kochi,"14,000",Semi-Furnished,2,Bachelors/Family,,Immediately,
2 BHK House for Rent in Edappally Kochi,"17,000",Semi-Furnished,2,Bachelors/Family,,Immediately,
2 BHK House for Rent in Kakkanad Kochi,"30,000",Furnished,2,Bachelors/Family,,Immediately,
2 BHK House for Rent in Kalamasery Kochi,"4,000",Semi-Furnished,1,Bachelors/Family,1 out of 2,Immediately,
2 BHK House for Rent in Thrikkakara Kochi,"5,000",Unfurnished,2,Bachelors/Family,1 out of 1,Immediately,1000 sqft
2 BHK House for Rent in Kaloor Kochi,"15,000",Semi-Furnished,2,Bachelors/Family,1 out of 2,Immediately,
2 BHK Apartment for Rent in Kakkanad Kochi,"20,000",Semi-Furnished,2,Family,2 out of 2,Immediately,725 sqft
"3 BHK Apartment for Rent in Motif Green Meadows, Kakkanad Kochi",Call for Price,Semi-Furnished,3,Bachelors/Family,,Immediately,1691 sqft
2 BHK Apartment for Rent in Cherai Kochi,Call for Price,Unfurnished,2,Bachelors/Family,1 out of 3,Immediately,825 sqft
3 BHK Apartment for Rent in Angamali Kochi,Call for Price,Furnished,3,Bachelors/Family,6 out of 12,Immediately,
"3 BHK Apartment for Rent in Motif Green Meadows, Kakkanad Kochi",Call for Price,Semi-Furnished,3,Bachelors/Family,Ground out of 12,Immediately,1691 sqft
3 BHK Apartment for Rent in Kakkanad Kochi,Call for Price,Semi-Furnished,3,Bachelors/Family,8 out of 9,Immediately,
2 BHK House for Rent in Pachalam Kochi,Call for Price,Semi-Furnished,2,Family,1 out of 3,Immediately,
"Apartment for Rent in Ninfa Casa, Kaloor Kochi",Call for Price,,,Bachelors/Family,,Immediately,
Apartment for Rent in Edachira Kochi,Call for Price,,,Bachelors/Family,,Immediately,
"Apartment for Rent in Triarch Infopark Plots, Kakkanad Kochi",Call for Price,,,Bachelors/Family,,Immediately,
3 BHK House for Rent in Fort Kochi Kochi,"35,000",Furnished,3,Bachelors/Family,,From Feb '25,
"4 BHK Apartment for Rent in Marina One, Marine Drive Kochi","85,000",Semi-Furnished,5,Family,4 out of 25,Immediately,3200 sqft
4 BHK Apartment for Rent in Kakkanad Kochi,"25,000",,,Bachelors/Family,,Immediately,
"3 BHK Apartment for Rent in Choice Paradise, Thrippunithura Kochi","50,000",Furnished,4,Bachelors/Family,13 out of 40,Immediately,
2 BHK Service Apartment for Rent in Vyttila Kochi,"30,000",,2,Bachelors/Family,1 out of 4,Immediately,
3 BHK Apartment for Rent in Elamakkara Kochi,"30,000",Semi-Furnished,3,Bachelors/Family,2 out of 2,Immediately,2500 sqft
"3 BHK Apartment for Rent in Noel Greenature, Kakkanad Kochi","40,000",Semi-Furnished,3,Family,7 out of 15,Immediately,2100 sqft
3 BHK Villa for Rent in Thevakkal Kochi,"27,000",Unfurnished,3,Bachelors,,Immediately,1600 sqft
"2 BHK Apartment for Rent in Sowparnika Atrium, Edappally Kochi","40,000",Furnished,2,Bachelors/Family,,Immediately,900 sqft
"3 BHK Apartment for Rent in Mir Green Metropolis, Kakkanad Kochi","32,000",Furnished,3,Family,3 out of 10,Immediately,1500 sqft
"2 BHK Apartment for Rent in JM apartments, kaloor Kochi","15,000",Unfurnished,2,Bachelors/Family,1 out of 3,Immediately,
3 BHK Villa for Rent in Nedumbassery Kochi,"25,000",Furnished,4,Bachelors/Family,,From Feb '25,
4 BHK House for Rent in Kakkanad Kochi,"40,000",Furnished,4,Bachelors/Family,,Immediately,
1 BHK Apartment for Rent in Angamali Kochi,"10,000",Furnished,1,Bachelors,1 out of 3,Immediately,100 sqft
"2 BHK Apartment for Rent in Infra Aspire, Kakkanad Kochi","20,300",Semi-Furnished,2,Family,2 out of 12,Immediately,
"1 BHK Apartment for Rent in Aban Apartments, Kakkanad Kochi","10,600",Semi-Furnished,1,Bachelors/Family,1 out of 3,Immediately,
1 BHK Apartment for Rent in Infopark Kochi,"15,000",Semi-Furnished,1,Bachelors/Family,1 out of 4,Immediately,700 sqft
2 BHK Villa for Rent in Kakkanad Kochi,"2,750",Semi-Furnished,2,Bachelors/Family,,Immediately,1010 sqft
3 BHK Villa for Rent in Fort Kochi Kochi,"35,000",Furnished,3,Family,,From Feb '25,
"3 BHK Apartment for Rent in TATA Tritvam , Marine Drive Kochi","70,000",Furnished,4,Family,8 out of 25,Immediately,2207 sqft
"3 BHK Apartment for Rent in Choice Paradise, Thrippunithura Kochi","50,000",Furnished,4,Bachelors/Family,13 out of 40,Immediately,
"4 BHK Apartment for Rent in TATA Tritvam , Marine Drive Kochi","75,000",Furnished,4,Bachelors/Family,23 out of 26,Immediately,
3 BHK Apartment for Rent in sfs haveli Kochi,"50,000",Semi-Furnished,4,Bachelors,4 out of 4,Immediately,2223 sqft
3 BHK Apartment for Rent in Branded Society Kochi,"25,000",Unfurnished,3,Bachelors,8 out of 14,Immediately,1200 sqft
3 BHK Apartment for Rent in Palachuvadu Kochi,"25,000",Semi-Furnished,2,Bachelors/Family,Upper Basement out of 14,Immediately,1210 sqft
"3 BHK Apartment for Rent in DD Highway Gate, Netoor Kochi","40,000",Furnished,3,Bachelors/Family,2 out of 14,Immediately,1200 sqft
"3 BHK Apartment for Rent in Infra Aspire, Kakkanad Kochi","22,300",Semi-Furnished,3,Family,6 out of 15,Immediately,1450 sqft
1 BHK Apartment for Rent in Kakkanad Kochi,"15,000",Semi-Furnished,1,Bachelors/Family,1 out of 4,Immediately,750 sqft
1 BHK Builder Floor for Rent in Edappally Kochi,"9,000",Unfurnished,1,Bachelors/Family,1 out of 2,Immediately,1200 sqft
4 BHK House for Rent in Kundanoor Kochi,"45,000",Semi-Furnished,5,Family,,Immediately,
"3 BHK Apartment for Rent in Mather Serenade , Vazhakkala Kochi","60,000",Furnished,4,Bachelors/Family,1 out of 10,Immediately,2500 sqft
3 BHK Apartment for Rent in Cheranalloor Kochi,"55,000",Semi-Furnished,3,Family,3 out of 20,Immediately,
1 BHK Apartment for Rent in Palachuvadu Kochi,"9,500",Unfurnished,1,Bachelors,1 out of 3,Immediately,380 sqft
"3 BHK Apartment for Rent in KG Oxford Symphony, Palarivattom Kochi","26,500",Furnished,3,Family,5 out of 8,Immediately,
"1 BHK Apartment for Rent in RM Zybervale Apartments, Kakkanad Kochi","14,000",Semi-Furnished,1,Bachelors/Family,2 out of 8,Immediately,550 sqft
"3 BHK Apartment for Rent in TATA Tritvam , Marine Drive Kochi","68,000",Furnished,3,Family,8 out of 25,Immediately,1700 sqft
3 BHK House for Rent in Vyttila Kochi,"40,000",Furnished,4,Bachelors/Family,,Immediately,
"3 BHK Apartment for Rent in SFS Grandville , Edappally Kochi","38,000",Semi-Furnished,3,Bachelors,7 out of 18,Immediately,1800 sqft
3 BHK Villa for Rent in Kakkanad Kochi,"18,000",Furnished,3,Bachelors,,Immediately,1080 sqft
"4 BHK Apartment for Rent in Marina One, Marine Drive Kochi",1 Lac,Furnished,5,Family,7 out of 28,Immediately,2600 sqft
"3 BHK Apartment for Rent in Skyline Orionpark, Edappally Kochi","35,000",Furnished,3,Bachelors/Family,11 out of 13,Immediately,1400 sqft
"4 BHK Apartment for Rent in Prestige Hillside Gateway, Chittethukara Kochi","49,000",Semi-Furnished,4,Family,5 out of 20,Immediately,2016 sqft
3 BHK Villa for Rent in Branded villa Kochi,"27,000",Semi-Furnished,3,Bachelors,,Immediately,1250 sqft
"3 BHK Apartment for Rent in Skyline Spectra, Kakkanad Kochi","40,000",Semi-Furnished,3,Bachelors/Family,9 out of 18,Immediately,
"3 BHK Apartment for Rent in TATA Tritvam , Marine Drive Kochi","85,000",Furnished,3,Bachelors/Family,2 out of 2,Immediately,
2 BHK Apartment for Rent in Kadavanthra Kochi,"20,000",Furnished,2,Bachelors,4 out of 8,Immediately,900 sqft
"3 BHK Apartment for Rent in TATA Tritvam , Marine Drive Kochi",1 Lac,Furnished,4,Family,3 out of 3,Immediately,1900 sqft
3 BHK Apartment for Rent in Branded Society Kochi,"45,000",Furnished,2,Bachelors,7 out of 22,Immediately,950 sqft
"3 BHK Apartment for Rent in Choice Paradise, Thrippunithura Kochi","50,000",Furnished,3,Bachelors/Family,29 out of 40,Immediately,1900 sqft
3 BHK Apartment for Rent in branded Society Kochi,"40,000",Furnished,3,Bachelors,1 out of 20,Immediately,1450 sqft
3 BHK Apartment for Rent in Chittethukara Kochi,"30,000",Furnished,4,Family,21 out of 24,Immediately,1800 sqft
"4 BHK Apartment for Rent in Fern Aristocrat, Maradu Kochi","70,000",Furnished,4,Bachelors,7 out of 14,Immediately,4000 sqft
"3 BHK Apartment for Rent in RDS Aura, Kadavanthra Kochi","50,000",Furnished,3,Family,7 out of 18,Immediately,2000 sqft
4 BHK House for Rent in Branded House Kochi,"30,000",Furnished,4,Bachelors,,Immediately,1800 sqft
"4 BHK Apartment for Rent in Marina One, Marine Drive Kochi","90,000",Semi-Furnished,5,Family,4 out of 25,Immediately,
2 BHK Apartment for Rent in Padamugal Kochi,"26,000",Furnished,2,Bachelors,2 out of 3,Immediately,850 sqft
"3 BHK Apartment for Rent in DLF New Town Heights, Kakkanad Kochi","23,000",Semi-Furnished,3,Bachelors,11 out of 21,Immediately,1800 sqft
"3 BHK Apartment for Rent in Puravankara Purva Eternity, Kakkanad Kochi","35,000",Furnished,3,Bachelors,10 out of 20,Immediately,
"2 BHK Apartment for Rent in DD Highway Gate, Netoor Kochi","16,000",Semi-Furnished,2,Bachelors,7 out of 14,Immediately,
